210351.098,19.6706002991,16.2877177648,11.8349269082,11.8518251595
210512.000,19.7706033509,15.9697080599,22.6696325571,11.8518251595
210523.000,19.9556089969,15.9457073275,19.7101672414,11.8518251595
210525.000,19.9406085391,15.9397071444,19.6789162877,11.8518251595
210527.000,19.9406085391,15.9277067782,19.6414151433,11.8518251595
210528.000,19.965609302,15.9277067782,19.617976928,11.8522939238
210530.000,20.0506118961,15.9157064119,19.5836008789,11.8518251595
210532.000,20.0956132694,15.9157064119,19.5445371868,11.8518251595
210533.000,20.100613422,15.9037060457,19.5179738762,11.8518251595
210535.000,20.1106137272,15.8977058626,19.4773476363,11.8522939238
210537.000,20.1106137272,15.8977058626,19.4304712058,11.8518251595
210538.000,20.1106137272,15.8857054964,19.4023453475,11.8518251595
210540.000,20.1056135746,15.8737051302,19.3585940123,11.8518251595
210542.000,20.0956132694,15.8797053133,19.3164052248,11.8518251595
210543.000,20.0856129643,15.8677049471,19.2898419141,11.8518251595
210545.000,20.0806128117,15.8677049471,19.2523407697,11.8518251595
210547.000,20.0806128117,15.8557045808,19.2101519822,11.8518251595
210548.000,20.0806128117,15.8557045808,19.1804635762,11.8513563952
210550.000,20.0806128117,15.8497043977,19.1382747887,11.8518251595
210552.000,20.0756126591,15.8497043977,19.0804605243,11.8518251595
210553.000,20.0706125065,15.8437042146,19.0367091891,11.8518251595
210555.000,20.0356114383,15.8437042146,18.9617069002,11.8518251595
210557.000,20.0056105228,15.8257036653,18.8601413007,11.8513563952
210558.000,19.9756096072,15.8317038484,18.7882641072,11.8518251595
210600.000,19.9306082339,15.8197034822,18.6070085757,11.8518251595
210602.000,19.9106076235,15.8077031159,17.9147999512,11.8518251595
210603.000,19.8856068606,15.8077031159,17.786671041,11.8518251595
210605.000,19.855605945,15.8077031159,17.7210440382,11.8513563952
210607.000,19.8356053346,15.8017029328,17.6538544877,11.8518251595
210608.000,19.8356053346,15.8017029328,17.6116657002,11.8513563952
210610.000,19.8456056398,15.8017029328,17.5522888882,11.8518251595
210612.000,19.8456056398,15.8017029328,17.4897869808,11.8513563952
210613.000,19.8606060976,15.7897025666,17.4522858364,11.8518251595
210615.000,19.9006073183,15.7897025666,17.3975966674,11.8518251595
210617.000,19.9456086917,15.7957027497,17.3382198553,11.8513563952
210618.000,19.9806097598,15.7897025666,17.3022812586,11.8513563952
210620.000,20.015610828,15.7837023835,17.250717185,11.8513563952
210622.000,20.015610828,15.7777022004,17.1929029206,11.8513563952
210623.000,20.0056105228,15.7837023835,17.1585268715,11.8513563952
210625.000,19.9606091494,15.7837023835,17.1100878933,11.8513563952
210627.000,19.9356083865,15.7717020173,17.0553987243,11.8513563952
210628.000,19.9106076235,15.7717020173,17.0210226753,11.8513563952
210630.000,19.8956071657,15.7717020173,16.972583697,11.8513563952
210632.000,19.8856068606,15.7717020173,16.9210196234,11.8513563952
210633.000,19.8706064028,15.7717020173,16.888206122,11.8513563952
210635.000,19.8406054872,15.7597016511,16.8428922391,11.8513563952
210637.000,19.8256050295,15.7657018342,16.7897656178,11.8513563952
210638.000,19.8006042665,15.7657018342,16.7600772118,11.8513563952
210640.000,19.7556028932,15.7537014679,16.7163258766,11.8518251595
210642.000,19.7256019776,15.7537014679,16.6678868984,11.8518251595
210643.000,19.7006012146,15.7537014679,16.6381984924,11.8518251595
210645.000,19.695601062,15.7477012848,16.5960097049,11.8513563952
210647.000,19.6806006043,15.7477012848,16.5491332743,11.8518251595
210648.000,19.6605999939,15.7417011017,16.5194448683,11.8513563952
