143123.300,,,,,00
143124.081,,,,,00
143242.000,3959.0667,10459.8806,1603.4,-21.0,09
143243.000,3959.0667,10459.8806,1603.4,-21.0,09
143246.000,3959.0667,10459.8806,1603.3,-21.0,09
143251.000,3959.0667,10459.8806,1603.3,-21.0,09
143252.000,3959.0667,10459.8806,1603.3,-21.0,09
143253.000,3959.0667,10459.8806,1603.3,-21.0,09
143254.000,3959.0667,10459.8806,1603.4,-21.0,09
143255.000,3959.0667,10459.8806,1603.4,-21.0,09
143256.000,3959.0666,10459.8806,1603.5,-21.0,09
143257.000,3959.0666,10459.8806,1603.5,-21.0,09
143258.000,3959.0667,10459.8806,1603.5,-21.0,09
143259.000,3959.0667,10459.8806,1603.5,-21.0,09
143300.000,3959.0667,10459.8806,1603.5,-21.0,09
143301.000,3959.0667,10459.8806,1603.5,-21.0,09
143302.000,3959.0667,10459.8806,1603.5,-21.0,09
143303.000,3959.0667,10459.8806,1603.5,-21.0,09
143304.000,3959.0667,10459.8806,1603.5,-21.0,09
143305.000,3959.0667,10459.8806,1603.5,-21.0,09
143306.000,3959.0667,10459.8806,1603.5,-21.0,09
143307.000,3959.0667,10459.8806,1603.6,-21.0,09
143308.000,3959.0667,10459.8806,1603.6,-21.0,09
143309.000,3959.0667,10459.8806,1603.7,-21.0,09
143310.000,3959.0667,10459.8806,1603.7,-21.0,08
143311.000,3959.0667,10459.8806,1603.8,-21.0,08
143312.000,3959.0667,10459.8806,1603.8,-21.0,08
143313.000,3959.0667,10459.8805,1603.8,-21.0,08
143314.000,3959.0668,10459.8805,1603.8,-21.0,08
143315.000,3959.0668,10459.8805,1603.8,-21.0,08
143316.000,3959.0668,10459.8806,1603.8,-21.0,08
143317.000,3959.0668,10459.8806,1603.8,-21.0,08
143318.000,3959.0668,10459.8806,1603.8,-21.0,08
143319.000,3959.0668,10459.8806,1603.8,-21.0,08
143320.000,3959.0668,10459.8806,1603.9,-21.0,08
143321.000,3959.0668,10459.8806,1603.9,-21.0,08
143322.000,3959.0668,10459.8806,1604.0,-21.0,08
143323.000,3959.0668,10459.8806,1604.0,-21.0,08
143324.000,3959.0668,10459.8805,1604.1,-21.0,08
143325.000,3959.0668,10459.8805,1604.1,-21.0,08
143326.000,3959.0668,10459.8805,1604.1,-21.0,08
143327.000,3959.0668,10459.8805,1604.1,-21.0,08
143328.000,3959.0668,10459.8806,1604.1,-21.0,08
143329.000,3959.0668,10459.8806,1604.1,-21.0,08
143330.000,3959.0668,10459.8806,1604.1,-21.0,08
143331.000,3959.0668,10459.8806,1604.2,-21.0,08
143332.000,3959.0668,10459.8806,1604.3,-21.0,08
143333.000,3959.0668,10459.8806,1604.4,-21.0,08
143334.000,3959.0668,10459.8806,1604.5,-21.0,08
143335.000,3959.0668,10459.8806,1604.5,-21.0,08
143336.000,3959.0667,10459.8806,1604.6,-21.0,08
143337.000,3959.0667,10459.8806,1604.6,-21.0,08
143338.000,3959.0667,10459.8806,1604.6,-21.0,08
143339.000,3959.0667,10459.8806,1604.6,-21.0,08
143340.000,3959.0667,10459.8806,1604.6,-21.0,08
143341.000,3959.0667,10459.8806,1604.5,-21.0,08
143342.000,3959.0667,10459.8806,1604.5,-21.0,08
