Datetime, Psys, raw Psys V, Pamb, raw PambV 
Datetime, Psys, raw Psys V, Pamb, raw PambV 
Datetime, Psys, raw Psys V, Pamb, raw PambV 
2019-05-08 10:13:35.312545,80.769429521,1.43716885891,2.11371547594,1.06365746025
2019-05-08 10:13:35.893194,80.769429521,1.43716885891,2.11371547594,1.06365746025
2019-05-08 10:13:36.475624,80.7586561297,1.4370438551,2.11324671163,1.06353245643
2019-05-08 10:13:37.058405,80.7586561297,1.4370438551,2.11324671163,1.06353245643
2019-05-08 10:13:37.642783,80.7586561297,1.4370438551,2.11324671163,1.06353245643
2019-05-08 10:13:38.228069,80.7586561297,1.4370438551,2.11371547594,1.06365746025
2019-05-08 10:13:38.810481,80.7586561297,1.4370438551,2.11324671163,1.06353245643
2019-05-08 10:13:39.393219,80.7586561297,1.4370438551,2.11324671163,1.06353245643
2019-05-08 10:13:39.977474,80.7586561297,1.4370438551,2.11324671163,1.06353245643
2019-05-08 10:13:40.560036,80.7586561297,1.4370438551,2.11324671163,1.06353245643
2019-05-08 10:13:41.139936,80.7478827384,1.43691885128,2.11324671163,1.06353245643
Datetime, Psys, raw Psys V, Pamb, raw PambV 
2019-05-08 10:14:09.404399,80.7263359559,1.43666884365,2.11230918302,1.06328244881
2019-05-08 10:14:09.984033,80.7263359559,1.43666884365,2.11230918302,1.06328244881
2019-05-08 10:14:10.563021,80.7371093471,1.43679384747,2.11230918302,1.06328244881
2019-05-08 10:14:11.144384,80.7371093471,1.43679384747,2.11230918302,1.06328244881
2019-05-08 10:14:11.724340,80.7371093471,1.43679384747,2.11230918302,1.06328244881
2019-05-08 10:14:12.306554,80.7263359559,1.43666884365,2.11230918302,1.06328244881
2019-05-08 10:14:12.886613,80.7263359559,1.43666884365,2.11230918302,1.06328244881
2019-05-08 10:14:13.467200,80.7155625646,1.43654383984,2.11230918302,1.06328244881
2019-05-08 10:14:14.047709,80.7263359559,1.43666884365,2.11230918302,1.06328244881
2019-05-08 10:14:14.629393,80.7263359559,1.43666884365,2.11230918302,1.06328244881
2019-05-08 10:14:15.209855,80.7263359559,1.43666884365,2.11184041871,1.06315744499
2019-05-08 10:14:15.791470,80.7263359559,1.43666884365,2.11230918302,1.06328244881
2019-05-08 10:14:16.376606,80.7263359559,1.43666884365,2.11230918302,1.06328244881
2019-05-08 10:14:16.959610,80.7263359559,1.43666884365,2.11230918302,1.06328244881
2019-05-08 10:14:17.539425,80.7263359559,1.43666884365,2.11230918302,1.06328244881
2019-05-08 10:14:18.121672,80.7263359559,1.43666884365,2.11230918302,1.06328244881
2019-05-08 10:14:18.701262,80.7263359559,1.43666884365,2.11230918302,1.06328244881
2019-05-08 10:14:19.282115,80.7263359559,1.43666884365,2.11230918302,1.06328244881
2019-05-08 10:14:19.862463,80.7155625646,1.43654383984,2.11230918302,1.06328244881
2019-05-08 10:14:20.443665,80.7155625646,1.43654383984,2.11230918302,1.06328244881
2019-05-08 10:14:21.025893,80.7263359559,1.43666884365,2.11230918302,1.06328244881
2019-05-08 10:14:21.607706,80.7263359559,1.43666884365,2.11230918302,1.06328244881
2019-05-08 10:14:22.188879,80.7263359559,1.43666884365,2.11230918302,1.06328244881
2019-05-08 10:14:22.771431,80.7155625646,1.43654383984,2.11184041871,1.06315744499
2019-05-08 10:14:23.352469,80.7155625646,1.43654383984,2.11184041871,1.06315744499
2019-05-08 10:14:23.933468,80.6724689995,1.43604382458,2.11184041871,1.06315744499
2019-05-08 10:14:24.516056,80.5862818693,1.43504379406,2.11230918302,1.06328244881
2019-05-08 10:14:25.097627,80.4785479565,1.43379375591,2.11230918302,1.06328244881
2019-05-08 10:14:25.678178,80.3277204786,1.43204370251,2.11230918302,1.06328244881
2019-05-08 10:14:26.259805,80.1230260443,1.42966863002,2.11230918302,1.06328244881
2019-05-08 10:14:26.841167,79.8967848275,1.42704354991,2.11184041871,1.06315744499
2019-05-08 10:14:27.422870,79.6705436106,1.4244184698,2.11230918302,1.06328244881
2019-05-08 10:14:28.003557,79.4335290025,1.42166838588,2.11184041871,1.06315744499
2019-05-08 10:14:28.584796,79.1965143944,1.41891830195,2.11230918302,1.06328244881
2019-05-08 10:14:29.166289,78.9702731776,1.41629322184,2.11184041871,1.06315744499
2019-05-08 10:14:29.747868,78.7332585695,1.41354313791,2.11184041871,1.06315744499
2019-05-08 10:14:30.328745,78.5070173526,1.4109180578,2.11184041871,1.06315744499
2019-05-08 10:14:30.910315,78.2807761358,1.40829297769,2.11184041871,1.06315744499
2019-05-08 10:14:31.490787,78.0437615277,1.40554289377,2.11230918302,1.06328244881
2019-05-08 10:14:32.072553,77.8175203109,1.40291781365,2.11184041871,1.06315744499
2019-05-08 10:14:32.653808,77.6020524853,1.40041773736,2.11184041871,1.06315744499
2019-05-08 10:14:33.235158,77.3758112685,1.39779265725,2.11184041871,1.06315744499
2019-05-08 10:14:33.816483,77.1603434429,1.39529258095,2.11137165441,1.06303244118
2019-05-08 10:14:34.398528,76.9448756174,1.39279250465,2.11184041871,1.06315744499
2019-05-08 10:14:34.979646,76.7294077918,1.39029242836,2.11184041871,1.06315744499
2019-05-08 10:14:35.561379,76.5139399662,1.38779235206,2.11184041871,1.06315744499
2019-05-08 10:14:36.142468,76.2984721407,1.38529227577,2.11184041871,1.06315744499
2019-05-08 10:14:36.723912,76.0937777064,1.38291720328,2.11184041871,1.06315744499
2019-05-08 10:14:37.306098,75.8890832721,1.3805421308,2.11184041871,1.06315744499
2019-05-08 10:14:37.887824,75.6843888379,1.37816705832,2.11184041871,1.06315744499
2019-05-08 10:14:38.469166,75.4689210123,1.37566698202,2.11184041871,1.06315744499
2019-05-08 10:14:39.050673,75.2749999693,1.37341691336,2.11184041871,1.06315744499
2019-05-08 10:14:39.634162,75.070305535,1.37104184088,2.11184041871,1.06315744499
2019-05-08 10:14:40.217745,74.8656111007,1.3686667684,2.11184041871,1.06315744499
2019-05-08 10:14:40.799293,74.6716900577,1.36641669973,2.11184041871,1.06315744499
2019-05-08 10:14:41.382122,74.4777690147,1.36416663106,2.11184041871,1.06315744499
2019-05-08 10:14:41.963865,74.2838479717,1.3619165624,2.11184041871,1.06315744499
2019-05-08 10:14:42.547531,74.0899269287,1.35966649373,2.11184041871,1.06315744499
2019-05-08 10:14:43.130854,73.8960058857,1.35741642506,2.11184041871,1.06315744499
2019-05-08 10:14:43.713099,73.712858234,1.35529136021,2.11184041871,1.06315744499
2019-05-08 10:14:44.295654,73.5297105823,1.35316629536,2.11137165441,1.06303244118
2019-05-08 10:14:44.878790,73.3357895393,1.35091622669,2.11184041871,1.06315744499
2019-05-08 10:14:45.463032,73.1418684963,1.34866615802,2.11184041871,1.06315744499
2019-05-08 10:14:46.045993,72.9587208446,1.34654109317,2.11184041871,1.06315744499
2019-05-08 10:14:46.630576,72.7863465841,1.34454103214,2.11137165441,1.06303244118
2019-05-08 10:14:47.214492,72.6031989324,1.34241596728,2.11137165441,1.06303244118
2019-05-08 10:14:47.797563,72.430824672,1.34041590625,2.11184041871,1.06315744499
2019-05-08 10:14:48.381887,72.2476770202,1.3382908414,2.11137165441,1.06303244118
2019-05-08 10:14:48.965343,72.0753027598,1.33629078036,2.11184041871,1.06315744499
2019-05-08 10:14:49.548874,71.9029284993,1.33429071932,2.11184041871,1.06315744499
2019-05-08 10:14:50.132477,71.7305542389,1.33229065828,2.11137165441,1.06303244118
2019-05-08 10:14:50.716953,71.5581799785,1.33029059725,2.11184041871,1.06315744499
2019-05-08 10:14:51.302974,71.385805718,1.32829053621,2.11137165441,1.06303244118
2019-05-08 10:14:51.885072,71.2242048488,1.32641547899,2.11137165441,1.06303244118
2019-05-08 10:14:52.471577,71.0626039797,1.32454042177,2.11184041871,1.06315744499
2019-05-08 10:14:53.054486,70.8902297192,1.32254036073,2.11137165441,1.06303244118
2019-05-08 10:14:53.637049,70.7178554588,1.32054029969,2.11137165441,1.06303244118
2019-05-08 10:14:54.217358,70.5670279809,1.31879024628,2.11137165441,1.06303244118
2019-05-08 10:14:54.800044,70.4054271117,1.31691518906,2.11137165441,1.06303244118
2019-05-08 10:14:55.379883,70.2330528513,1.31491512803,2.11184041871,1.06315744499
2019-05-08 10:14:55.961742,70.0822253734,1.31316507462,2.11137165441,1.06303244118
2019-05-08 10:14:56.542056,69.9313978955,1.31141502121,2.11137165441,1.06303244118
2019-05-08 10:14:57.123683,69.7697970263,1.30953996399,2.11137165441,1.06303244118
2019-05-08 10:14:57.705864,69.6189695484,1.30778991058,2.11137165441,1.06303244118
2019-05-08 10:14:58.287396,69.4681420706,1.30603985717,2.11137165441,1.06303244118
2019-05-08 10:14:58.867674,69.3173145927,1.30428980377,2.11137165441,1.06303244118
2019-05-08 10:14:59.449158,69.1557137235,1.30241474654,2.11137165441,1.06303244118
2019-05-08 10:15:00.029248,69.0048862456,1.30066469314,2.11137165441,1.06303244118
2019-05-08 10:15:00.611718,68.864832159,1.29903964354,2.11137165441,1.06303244118
2019-05-08 10:15:01.191404,68.7247780724,1.29741459395,2.11137165441,1.06303244118
2019-05-08 10:15:01.772923,68.5739505945,1.29566454054,2.11137165441,1.06303244118
2019-05-08 10:15:02.352454,68.4338965079,1.29403949095,2.11137165441,1.06303244118
2019-05-08 10:15:02.933462,68.28306903,1.29228943754,2.11184041871,1.06315744499
2019-05-08 10:15:03.514189,68.1430149434,1.29066438795,2.11137165441,1.06303244118
2019-05-08 10:15:04.096550,68.0029608568,1.28903933836,2.11137165441,1.06303244118
2019-05-08 10:15:04.676848,67.8629067702,1.28741428877,2.11137165441,1.06303244118
2019-05-08 10:15:05.260109,67.7336260748,1.28591424299,2.11137165441,1.06303244118
2019-05-08 10:15:05.839990,67.5827985969,1.28416418958,2.11137165441,1.06303244118
2019-05-08 10:15:06.425233,67.4535179016,1.2826641438,2.1109028901,1.06290743736
2019-05-08 10:15:07.006180,67.3242372063,1.28116409803,2.1109028901,1.06290743736
2019-05-08 10:15:07.588150,67.1841831197,1.27953904843,2.1109028901,1.06290743736
2019-05-08 10:15:08.169812,67.0549024243,1.27803900266,2.1109028901,1.06290743736
2019-05-08 10:15:08.753366,66.9148483377,1.27641395306,2.11137165441,1.06303244118
2019-05-08 10:15:09.338043,66.7963410337,1.2750389111,2.11137165441,1.06303244118
2019-05-08 10:15:09.919671,66.6562869471,1.27341386151,2.1109028901,1.06290743736
2019-05-08 10:15:10.499573,66.537779643,1.27203881954,2.1109028901,1.06290743736
2019-05-08 10:15:11.081867,66.4084989477,1.27053877377,2.1109028901,1.06290743736
2019-05-08 10:15:11.661914,66.2792182523,1.26903872799,2.11137165441,1.06303244118
2019-05-08 10:15:12.246179,66.149937557,1.26753868221,2.1109028901,1.06290743736
2019-05-08 10:15:12.826646,66.0206568617,1.26603863643,2.11137165441,1.06303244118
2019-05-08 10:15:13.409471,65.9021495576,1.26466359447,2.1109028901,1.06290743736
2019-05-08 10:15:13.990682,65.7728688623,1.26316354869,2.11137165441,1.06303244118
2019-05-08 10:15:14.573398,65.6543615582,1.26178850673,2.11137165441,1.06303244118
2019-05-08 10:15:15.154046,65.5358542542,1.26041346477,2.1109028901,1.06290743736
2019-05-08 10:15:15.736618,65.4173469501,1.2590384228,2.1109028901,1.06290743736
2019-05-08 10:15:16.317194,65.298839646,1.25766338084,2.1109028901,1.06290743736
2019-05-08 10:15:16.899297,65.180332342,1.25628833888,2.1109028901,1.06290743736
2019-05-08 10:15:17.479607,65.0725984292,1.25503830073,2.1109028901,1.06290743736
2019-05-08 10:15:18.061775,64.9540911252,1.25366325877,2.1109028901,1.06290743736
2019-05-08 10:15:18.642261,64.8248104298,1.25216321299,2.1109028901,1.06290743736
2019-05-08 10:15:19.224633,64.717076517,1.25091317484,2.1109028901,1.06290743736
2019-05-08 10:15:19.806188,64.6093426043,1.24966313669,2.1109028901,1.06290743736
2019-05-08 10:15:20.389514,64.5016086915,1.24841309854,2.1109028901,1.06290743736
2019-05-08 10:15:20.970404,64.3831013874,1.24703805658,2.1109028901,1.06290743736
2019-05-08 10:15:21.552914,64.2753674747,1.24578801843,2.1109028901,1.06290743736
2019-05-08 10:15:22.133306,64.1568601706,1.24441297647,2.11137165441,1.06303244118
2019-05-08 10:15:22.716742,64.0598996491,1.24328794214,2.1109028901,1.06290743736
2019-05-08 10:15:23.297905,63.941392345,1.24191290017,2.1109028901,1.06290743736
2019-05-08 10:15:23.880068,63.8336584323,1.24066286203,2.1109028901,1.06290743736
2019-05-08 10:15:24.461181,63.7259245195,1.23941282388,2.1104341258,1.06278243355
2019-05-08 10:15:25.044087,63.628963998,1.23828778954,2.1104341258,1.06278243355
2019-05-08 10:15:25.624309,63.5212300852,1.2370377514,2.1109028901,1.06290743736
2019-05-08 10:15:26.207633,63.4134961724,1.23578771325,2.1109028901,1.06290743736
2019-05-08 10:15:26.788416,63.3165356509,1.23466267891,2.1109028901,1.06290743736
2019-05-08 10:15:27.373239,63.1980283469,1.23328763695,2.1109028901,1.06290743736
2019-05-08 10:15:27.953668,63.1010678254,1.23216260262,2.1109028901,1.06290743736
2019-05-08 10:15:28.536899,63.0041073039,1.23103756829,2.1109028901,1.06290743736
2019-05-08 10:15:29.117632,62.9179201737,1.23003753777,2.1109028901,1.06290743736
2019-05-08 10:15:29.700705,62.7886394783,1.22853749199,2.1109028901,1.06290743736
2019-05-08 10:15:30.283026,62.7132257394,1.22766246529,2.1109028901,1.06290743736
2019-05-08 10:15:30.867761,62.6162652179,1.22653743095,2.11137165441,1.06303244118
2019-05-08 10:15:31.449926,62.5085313051,1.2252873928,2.1104341258,1.06278243355
2019-05-08 10:15:32.031267,62.4115707836,1.22416235847,2.1104341258,1.06278243355
2019-05-08 10:15:32.611995,62.3146102621,1.22303732414,2.1109028901,1.06290743736
2019-05-08 10:15:33.194306,62.2284231319,1.22203729362,2.1109028901,1.06290743736
2019-05-08 10:15:33.775633,62.1314626104,1.22091225929,2.1109028901,1.06290743736
2019-05-08 10:15:34.358084,62.0452754801,1.21991222877,2.1109028901,1.06290743736
