000504.800,,,,,00
000533.800,,,,,00
000534.800,,,,,00
000535.800,,,,,00
000537.800,,,,,00
000539.800,,,,,00
000540.800,,,,,00
000541.800,,,,,00
000543.800,,,,,00
000544.800,,,,,00
000545.800,,,,,00
000547.800,,,,,00
000549.800,,,,,00
000550.800,,,,,00
000551.800,,,,,00
000553.800,,,,,00
000554.800,,,,,00
000555.800,,,,,00
000557.800,,,,,00
000559.800,,,,,00
000600.800,,,,,00
000601.800,,,,,00
000607.800,,,,,00
000608.800,,,,,00
000610.800,,,,,00
000611.800,,,,,00
000612.800,,,,,00
000613.800,,,,,00
000614.800,,,,,00
000615.800,,,,,00
000616.800,,,,,00
000617.800,,,,,00
000618.800,,,,,00
000619.800,,,,,00
000620.800,,,,,00
000621.800,,,,,00
000622.800,,,,,00
000623.800,,,,,00
000624.800,,,,,00
000625.800,,,,,00
000626.800,,,,,00
000627.800,,,,,00
000628.800,,,,,00
000629.800,,,,,00
000631.800,,,,,00
000632.800,,,,,00
000633.800,,,,,00
000634.800,,,,,00
000635.800,,,,,00
000636.800,,,,,00
000637.800,,,,,00
000638.800,,,,,00
000639.800,,,,,00
000640.800,,,,,00
000641.800,,,,,00
000642.800,,,,,00
000643.800,,,,,00
000644.800,,,,,00
000645.800,,,,,00
000646.800,,,,,00
000647.800,,,,,00
000648.800,,,,,00
000649.800,,,,,00
000650.800,,,,,00
000652.800,,,,,00
000653.800,,,,,00
000655.800,,,,,00
000720.800,,,,,00
000721.800,,,,,00
000726.800,,,,,00
000727.800,,,,,00
000728.800,,,,,00
000729.800,,,,,00
000730.800,,,,,00
000731.800,,,,,00
000732.800,,,,,00
000733.800,,,,,00
000734.800,,,,,00
000735.800,,,,,00
000736.800,,,,,00
000737.800,,,,,00
000738.800,,,,,00
000739.800,,,,,00
000740.800,,,,,00
000741.800,,,,,00
000742.800,,,,,00
000743.800,,,,,00
000744.800,,,,,00
000745.800,,,,,00
000748.800,,,,,00
000749.800,,,,,00
000750.800,,,,,00
000751.800,,,,,00
000752.800,,,,,00
000753.800,,,,,00
000754.800,,,,,00
000755.800,,,,,00
000756.800,,,,,00
000757.800,,,,,00
000758.800,,,,,00
000759.800,,,,,00
000800.800,,,,,00
000801.800,,,,,00
000802.800,,,,,00
000803.800,,,,,00
000804.800,,,,,00
000805.800,,,,,00
000806.800,,,,,00
000807.800,,,,,00
000810.800,,,,,00
000811.800,,,,,00
000813.800,,,,,00
000838.799,,,,,00
000839.799,,,,,00
000845.799,,,,,00
000846.799,,,,,00
000847.799,,,,,00
000848.799,,,,,00
000849.799,,,,,00
000850.799,,,,,00
000851.799,,,,,00
000852.799,,,,,00
000853.799,,,,,00
000854.799,,,,,00
000855.799,,,,,00
000856.799,,,,,00
000857.799,,,,,00
000858.799,,,,,00
000859.799,,,,,00
000900.799,,,,,00
000901.799,,,,,00
000902.799,,,,,00
000903.799,,,,,00
000904.799,,,,,00
000908.799,,,,,00
000909.799,,,,,00
000910.799,,,,,00
000911.799,,,,,00
000912.799,,,,,00
000913.799,,,,,00
000914.799,,,,,00
000915.799,,,,,00
000916.799,,,,,00
000917.799,,,,,00
000918.799,,,,,00
000919.799,,,,,00
000920.799,,,,,00
000921.799,,,,,00
000922.799,,,,,00
000923.799,,,,,00
000924.799,,,,,00
000925.799,,,,,00
000926.799,,,,,00
000927.799,,,,,00
000931.799,,,,,00
000932.799,,,,,00
000934.799,,,,,00
000959.799,,,,,00
001000.799,,,,,00
001007.799,,,,,00
001008.799,,,,,00
001009.799,,,,,00
001010.799,,,,,00
001011.799,,,,,00
001012.799,,,,,00
001013.799,,,,,00
001014.799,,,,,00
001015.799,,,,,00
001016.799,,,,,00
001017.799,,,,,00
001018.799,,,,,00
001019.799,,,,,00
001020.799,,,,,00
001021.799,,,,,00
001022.799,,,,,00
001023.799,,,,,00
001024.799,,,,,00
001025.799,,,,,00
001026.799,,,,,00
001031.799,,,,,00
001032.799,,,,,00
001033.799,,,,,00
001034.799,,,,,00
001035.799,,,,,00
001036.799,,,,,00
001037.799,,,,,00
001038.799,,,,,00
001039.799,,,,,00
001040.799,,,,,00
001041.799,,,,,00
001042.799,,,,,00
001043.799,,,,,00
001044.799,,,,,00
001045.799,,,,,00
001046.799,,,,,00
001047.799,,,,,00
001048.799,,,,,00
001049.799,,,,,00
001050.799,,,,,00
001055.799,,,,,00
001056.799,,,,,00
001058.799,,,,,00
001123.799,,,,,00
001124.799,,,,,00
001132.799,,,,,00
001133.799,,,,,00
001134.799,,,,,00
001135.799,,,,,00
001136.799,,,,,00
001137.799,,,,,00
001138.799,,,,,00
001139.799,,,,,00
001140.799,,,,,00
001141.799,,,,,00
001142.799,,,,,00
001143.799,,,,,00
001144.799,,,,,00
001145.799,,,,,00
001146.799,,,,,00
001147.799,,,,,00
001148.799,,,,,00
001149.799,,,,,00
001150.799,,,,,00
001151.799,,,,,00
001157.799,,,,,00
001158.799,,,,,00
001159.799,,,,,00
001200.799,,,,,00
001201.799,,,,,00
001202.799,,,,,00
001203.799,,,,,00
001204.799,,,,,00
001205.799,,,,,00
001206.799,,,,,00
001207.799,,,,,00
001208.799,,,,,00
001209.799,,,,,00
001210.799,,,,,00
001211.799,,,,,00
001212.799,,,,,00
001213.799,,,,,00
001214.799,,,,,00
001215.799,,,,,00
001216.799,,,,,00
001222.799,,,,,00
001223.799,,,,,00
001225.799,,,,,00
001250.799,,,,,00
001251.799,,,,,00
001300.799,,,,,00
001301.799,,,,,00
001303.799,,,,,00
001328.799,,,,,00
001329.799,,,,,00
001339.799,,,,,00
001340.799,,,,,00
001342.799,,,,,00
001407.799,,,,,00
001408.799,,,,,00
001419.799,,,,,00
001420.799,,,,,00
001421.799,,,,,00
001422.799,,,,,00
001447.799,,,,,00
001448.799,,,,,00
000300.800,,,,,00
000301.800,,,,,00
000329.800,,,,,00
000331.800,,,,,00
000333.800,,,,,00
000334.800,,,,,00
000335.800,,,,,00
000337.800,,,,,00
000339.800,,,,,00
000340.800,,,,,00
000341.800,,,,,00
000343.800,,,,,00
000344.800,,,,,00
000345.800,,,,,00
000347.800,,,,,00
000349.800,,,,,00
000350.800,,,,,00
000351.800,,,,,00
000353.800,,,,,00
000354.800,,,,,00
000355.800,,,,,00
000357.800,,,,,00
000403.800,,,,,00
000404.800,,,,,00
000406.800,,,,,00
000407.800,,,,,00
000408.800,,,,,00
000409.800,,,,,00
000410.800,,,,,00
000411.800,,,,,00
000412.800,,,,,00
000413.800,,,,,00
000414.800,,,,,00
000415.800,,,,,00
000416.800,,,,,00
000417.800,,,,,00
000418.800,,,,,00
000419.800,,,,,00
000420.800,,,,,00
000421.800,,,,,00
000422.800,,,,,00
000423.800,,,,,00
000424.800,,,,,00
000425.800,,,,,00
